# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.858018315800e+05       2.176356227068e-08       2.483338935230e+00       7.515523213119e+04       1.418997393640e+04       7.637113931867e-02       2.636537337430e+09       1.432452631257e+00       3.279354636997e+09       1.595708582890e+07       8.444167805010e+07       3.669988173570e-08       2.268555515817e+09       5.648308916693e+09       2.329491818535e-04       7.329877952212e-02 
       1.845102129134e+05       2.206840939501e-08       2.500644714004e+00       7.411858324970e+04       1.418995663062e+04       7.690566013069e-02       2.618206109105e+09       1.442425881886e+00       3.189114608753e+09       1.562661410919e+07       8.269288839894e+07       3.669988173570e-08       2.206130271682e+09       5.493564382943e+09       2.330684411764e-04       7.344329392825e-02 
       1.832275727331e+05       2.237752021986e-08       2.518070552893e+00       7.309626436268e+04       1.418993920478e+04       7.744392150809e-02       2.600002307662e+09       1.452468194421e+00       3.101357752694e+09       1.530298640033e+07       8.098031587206e+07       3.669988173570e-08       2.145422808812e+09       5.343063863778e+09       2.331879975475e-04       7.358890226384e-02 
       1.819538486266e+05       2.269095424575e-08       2.535617277344e+00       7.208807716050e+04       1.418992165806e+04       7.798594961974e-02       2.581925047315e+09       1.462580041887e+00       3.016015738731e+09       1.498606096503e+07       7.930321042431e+07       3.669988173570e-08       2.086385858577e+09       5.196690868698e+09       2.333078531473e-04       7.373561136028e-02 
       1.806889786152e+05       2.300877180076e-08       2.553285718375e+00       7.109382607944e+04       1.418990398962e+04       7.853177081746e-02       2.563973448435e+09       1.472761900475e+00       2.933022117023e+09       1.467569900131e+07       7.766083754368e+07       3.669988173570e-08       2.028973453045e+09       5.054332106613e+09       2.334280101726e-04       7.388342808689e-02 
       1.794329011511e+05       2.333103405197e-08       2.571076712615e+00       7.011331826364e+04       1.418988619862e+04       7.908141163733e-02       2.546146637509e+09       1.483014249564e+00       2.852312266238e+09       1.437176458174e+07       7.605247792958e+07       3.669988173570e-08       1.973140889188e+09       4.915877397938e+09       2.335484708359e-04       7.403235935104e-02 
       1.781855551145e+05       2.365780301711e-08       2.588991102337e+00       6.914636352761e+04       1.418986828423e+04       7.963489880098e-02       2.528443747096e+09       1.493337571743e+00       2.773823343240e+09       1.407412459387e+07       7.447742717787e+07       3.669988173570e-08       1.918844694080e+09       4.781219589092e+09       2.336692373660e-04       7.418241209832e-02 
       1.769468798101e+05       2.398914157628e-08       2.607029735495e+00       6.819277431924e+04       1.418985024560e+04       8.019225921684e-02       2.510863915782e+09       1.503732352827e+00       2.697494234155e+09       1.378264868199e+07       7.293499547231e+07       3.669988173570e-08       1.866042591045e+09       4.650254469355e+09       2.337903120082e-04       7.433359331264e-02 
       1.757168149649e+05       2.432511348392e-08       2.625193465758e+00       6.725236568332e+04       1.418983208187e+04       8.075351998151e-02       2.493406288145e+09       1.514199081883e+00       2.623265506790e+09       1.349720918996e+07       7.142450728247e+07       3.669988173570e-08       1.814693466740e+09       4.522880690003e+09       2.339116970238e-04       7.448591001639e-02 
       1.744953007245e+05       2.466578338087e-08       2.643483152555e+00       6.632495522558e+04       1.418981379218e+04       8.131870838101e-02       2.476070014706e+09       1.524738251248e+00       2.551079364357e+09       1.321768110537e+07       6.994530106791e+07       3.669988173570e-08       1.764757339145e+09       4.398999685675e+09       2.340333946910e-04       7.463936927055e-02 
       1.732822776510e+05       2.501121680667e-08       2.661899661107e+00       6.541036307722e+04       1.418979537568e+04       8.188785189217e-02       2.458854251894e+09       1.535350356547e+00       2.480879600470e+09       1.294394200478e+07       6.849672898839e+07       3.669988173570e-08       1.716195326431e+09       4.278515597894e+09       2.341554073044e-04       7.479397817485e-02 
       1.720776867193e+05       2.536148021193e-08       2.680443862460e+00       6.450841185994e+04       1.418977683147e+04       8.246097818390e-02       2.441758162000e+09       1.546035896721e+00       2.412611555384e+09       1.267587200005e+07       6.707815662020e+07       3.669988173570e-08       1.668969616687e+09       4.161335200691e+09       2.342777371757e-04       7.494974386784e-02 
       1.708814693148e+05       2.571664097102e-08       2.699116633536e+00       6.361892665140e+04       1.418975815870e+04       8.303811511855e-02       2.424780913139e+09       1.556795374040e+00       2.346222073434e+09       1.241335368592e+07       6.568896267829e+07       3.669988173570e-08       1.623043438478e+09       4.047367828276e+09       2.344003866330e-04       7.510667352712e-02 
       1.696935672302e+05       2.607676739474e-08       2.717918857154e+00       6.274173495127e+04       1.418973935648e+04       8.361929075329e-02       2.407921679208e+09       1.567629294130e+00       2.281659461649e+09       1.215627208852e+07       6.432853874417e+07       3.669988173570e-08       1.578381032214e+09       3.936525304696e+09       2.345233580219e-04       7.526477436936e-02 
       1.685139226631e+05       2.644192874333e-08       2.736851422080e+00       6.187666664766e+04       1.418972042391e+04       8.420453334145e-02       2.391179639847e+09       1.578538165992e+00       2.218873449502e+09       1.190451461505e+07       6.299628899946e+07       3.669988173570e-08       1.534947622309e+09       3.828721875426e+09       2.346466537049e-04       7.542405365050e-02 
       1.673424782125e+05       2.681219523960e-08       2.755915223066e+00       6.102355398401e+04       1.418970136011e+04       8.479387133386e-02       2.374553980398e+09       1.589522502024e+00       2.157815149768e+09       1.165797100445e+07       6.169162996494e+07       3.669988173570e-08       1.492709390102e+09       3.723874140839e+09       2.347702760617e-04       7.558451866586e-02 
       1.661791768768e+05       2.718763808219e-08       2.775111160880e+00       6.018223152651e+04       1.418968216418e+04       8.538733338029e-02       2.358043891869e+09       1.600582818042e+00       2.098437020461e+09       1.141653327914e+07       6.041399024500e+07       3.669988173570e-08       1.451633447525e+09       3.621900991510e+09       2.348942274896e-04       7.574617675025e-02 
       1.650239620504e+05       2.756832945911e-08       2.794440142352e+00       5.935253613190e+04       1.418966283519e+04       8.598494833078e-02       2.341648570886e+09       1.611719633300e+00       2.040692827815e+09       1.118009569772e+07       5.916281027743e+07       3.669988173570e-08       1.411687811498e+09       3.522723545288e+09       2.350185104033e-04       7.590903527812e-02 
       1.638767775213e+05       2.795434256135e-08       2.813903080410e+00       5.853430691577e+04       1.418964337226e+04       8.658674523709e-02       2.325367219665e+09       1.622933470516e+00       1.984537610288e+09       1.094855470862e+07       5.793754208833e+07       3.669988173570e-08       1.372841379025e+09       3.426265086109e+09       2.351431272351e-04       7.607310166367e-02 
       1.627375674681e+05       2.834575159681e-08       2.833500894123e+00       5.772738522126e+04       1.418962377444e+04       8.719275335406e-02       2.309199045965e+09       1.634224855892e+00       1.929927643552e+09       1.072180890481e+07       5.673764905210e+07       3.669988173570e-08       1.335063902975e+09       3.332451004483e+09       2.352680804353e-04       7.623838336096e-02 
       1.616062764577e+05       2.874263180429e-08       2.853234508730e+00       5.693161458820e+04       1.418960404083e+04       8.780300214107e-02       2.293143263051e+09       1.645594319131e+00       1.876820406449e+09       1.049975897935e+07       5.556260565648e+07       3.669988173570e-08       1.298325968535e+09       3.241208739619e+09       2.353933724717e-04       7.640488786407e-02 
       1.604828494421e+05       2.914505946777e-08       2.873104855697e+00       5.614684072272e+04       1.418958417048e+04       8.841752126344e-02       2.277199089661e+09       1.657042393469e+00       1.825174547884e+09       1.028230768191e+07       5.441189727234e+07       3.669988173570e-08       1.262598970304e+09       3.152467723142e+09       2.355190058305e-04       7.657262270719e-02 
       1.593672317559e+05       2.955311193083e-08       2.893112872740e+00       5.537291146720e+04       1.418956416246e+04       8.903634059387e-02       2.261365749959e+09       1.668569615689e+00       1.774949854629e+09       1.006935977618e+07       5.328501992835e+07       3.669988173570e-08       1.227855090020e+09       3.066159324354e+09       2.356449830159e-04       7.674159546474e-02 
       1.582593691140e+05       2.996686761128e-08       2.913259503875e+00       5.460967677073e+04       1.418954401583e+04       8.965949021393e-02       2.245642473506e+09       1.680176526146e+00       1.726107220010e+09       9.860821998161e+06       5.218148009019e+07       3.669988173570e-08       1.194067274905e+09       2.982216797003e+09       2.357713065505e-04       7.691181375152e-02 
       1.571592076085e+05       3.038640601603e-08       2.933545699461e+00       5.385698865988e+04       1.418952372964e+04       9.028700041543e-02       2.230028495215e+09       1.691863668790e+00       1.678608613458e+09       9.656603015299e+06       5.110079444448e+07       3.669988173570e-08       1.161209216593e+09       2.900575227511e+09       2.358979789751e-04       7.708328522279e-02 
       1.560666937061e+05       3.081180775607e-08       2.953972416228e+00       5.311470120999e+04       1.418950330292e+04       9.091890170199e-02       2.214523055322e+09       1.703631591190e+00       1.632417050900e+09       9.456613386514e+06       5.004248968707e+07       3.669988173570e-08       1.129255330654e+09       2.821171484627e+09       2.360250028494e-04       7.725601757441e-02 
       1.549817742458e+05       3.124315456178e-08       2.974540617330e+00       5.238267051675e+04       1.418948273472e+04       9.155522479045e-02       2.199125399339e+09       1.715480844551e+00       1.587496565960e+09       9.260765523017e+06       4.900610231574e+07       3.669988173570e-08       1.098180736667e+09       2.743944170466e+09       2.361523807515e-04       7.743001854295e-02 
       1.539043964360e+05       3.168052929831e-08       2.995251272379e+00       5.166075466821e+04       1.418946202406e+04       9.219600061237e-02       2.183834778028e+09       1.727411983746e+00       1.543812181958e+09       9.068973649948e+06       4.799117842726e+07       3.669988173570e-08       1.067961238854e+09       2.668833572889e+09       2.362801152784e-04       7.760529590582e-02 
